name_other,name_cmc,ticker_symbol_cmc,ico_successful,soft_cap,hard_cap,cap_unit,cap_includes_presale,token_type,number_of_contributors,crowdsale_tokens_sold,total_number_of_tokens,token_standard,additional_token_emissions,crowdsale_token_price_min,crowdsale_token_price_max,crowdsale_actual_token_price_max,crowdsale is auction,has a presale,presale_tokens_sold,presale_token_price_min,presale_token_price_max,development road map available,whitepaper page count,product or prototype developed,product can be tried out,years since foundation,issuer has customers for product,business model available,utility token enables decentralization,smart contract code available,project code available,use of proceeds mentioned,use of proceeds disclosed in detail,token share team (ex ante),token share crowdsale investors (ex ante),token share presale investors (ex ante),token share producers/miners (ex ante),unsold tokens 'burnt' or proportional allocation,unsold tokens kept by issuer,unsold tokens locked up,lock up period unsold tokens (years),team lockup period (weighted avg.),presale lockup period (weighted avg.),vc_support_general,vc_support_blockchain_specialist,investors have governance rights,team size,experienced team,team member with business background,advisor_quality,legal_structure,registration_country,address,independent custodian for ico funds,portfolio_converted_into_fiat,funding milestones,qualified investors only,simple agreement for future tokens (saft),kyc/aml procedure,us retail investors excluded,investors from other (non-us) jurisdictions excluded,legal advisor disclosed,financial advisor disclosed,air_drop_after_ico,industry,ethereum_contract_address,ico_start_date,ico_end_date_planned,ico_end_date_actual,amount raised in presale (usdm),amount raised in crowdsale (usdm),total amount raised (usdm),total amount raised (usdm).1,btc_ret_ico_period,presale discount (%),fundraiser has maximum ('hard cap'),fundraiser has minimum ('soft cap'),soft_cap_unit,hard_cap_unit,percentage of hard cap raised (%),pct_of_crowdsale_target_raised,price_presale_avg,price_presale,price_crowdsale_avg,price_crowdsale,crowdsale max. discount (%),us_qualified_only,team business background missing,team experience missing,average_discount,team tokens locked up,presale tokens locked up,issued_on_other_platf,legal form and jurisdiction known,postal address known,registered in offshore financial center,switzerland,is_ethereum,is cryptographic token,has vc backing,has_generalist_vc,has_specialist_vc,unknown or low quality advisors,high quality advisory team,token supply is fixed,token share crowdsale investors (ex post),post_money_val_crowdsale,celebrity endorsement,is a security,is a utility token,token_is_cryptocurrency,token_is_new_blockchain,is currency or general purpose blockchain,decentralised platform,legal entity is foundation,legal entity is corporation,legal entity is llc,legal entity is corporation or llc,"length of crowdsale (calendar days, actual)","length of crowdsale (calendar days, planned)",lock_up_period_team_ep,presale_transparent,industry.1,(first) date,time to listing (calendar days),name_std,symbol_std,soft_cap_usd,hard_cap_usd,independent custodian for ico funds_usd
EncryptoTel [WAVES],EncryptoTel [WAVES],ETT,1,100000.0,3000000.0,USD,0,Utility-token,,,77663987.0,"Waves,ERC-20",0,0.07240208365963555,0.08688113925841569,0.08688113925841569,0,1,,,,1,15.0,1,1,0,0,1,0.0,1.0,0,0,0,0.0,,,0.0,1,0,,,,,No,No,1,3.0,1,0,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,Communications,0xe0c72452740414d861606a44ccd5ea7f96488278,2017-04-24,2017-05-31,2017-05-11,,4.520584583282471,4.520584583282471,,0.3911488354206085,,1,1,USD,USD,,,,,,0.07964161038398743,16.665361404418945,0,0,0,,0,0.0,1,0,0,0,0,1,1,0,0,0,1,0,1,,,0,0,1,0,0,0,0,0,0,0,,18,38.0,,0,Communications,2017-06-10,30.0,encryptotelwaves,ett,100000.0,3000000.0,0.0
Enigma,Enigma,ENG,1,0.0,45000000.0,USD,1,Utility-token,,41666666.66666667,150000000.0,ERC-20,0,0.6,0.6,0.6,0,1,33333333.33333334,0.6,0.6,0,14.0,1,1,1,0,0,1.0,0.0,1,1,0,0.5,0.2777777777777778,0.2222222222222222,0.0,1,0,,,,,Flybridge,Digital Currency Group; Pantera Capital; Fenbushi,0,4.0,0,1,high,joint-stock corporation,United States,unknown,0,0,0,0,0,0,0,0,0,0,0,Marketplaces,0xf0ee6b27b759c9893ce4f094b49ad28fd15a23e4,2017-09-11,2017-09-15,2017-09-12,20.0,25.0,45.0,45.0,-0.007346802391111851,0.0,1,0,USD,USD,100.0,100.0,0.6000000238418579,0.6000000238418579,0.6000000238418579,0.6000000238418579,0.0,0,0,0,-3.973642833443591e-06,0,0.0,1,1,0,0,0,1,1,1,1,1,0,1,1,0.2777777910232544,89.99999237060547,0,0,1,0,0,0,1,0,1,0,1.0,2,5.0,,1,Marketplaces,2016-04-13,-517.0,enigma,eng,0.0,45000000.0,0.0
Enjin Coin,Enjin Coin,ENJ,1,0.0,101959999.9999898,tokens,1,Cryptocurrency,,334000000.0,1250000000.0,ERC-20,0,0.0509800000000102,0.1019599999999898,0.1019599999999898,0,1,400000000.0,0.015,0.0315789473684211,1,34.0,0,0,8,0,0,,1.0,1,1,1,0.2,0.4,0.4,0.0,0,1,1.0,0.375,0.89375,,No,No,0,8.0,1,0,high,limited liability partnership,Singapore,"Eniin Pte. Ltd., 16 RAFFLES QUAY #33-03 HONG LEONG BUILDING SINGAPORE 048581",0,0,0,0,0,0,1,1,0,0,0,Video Games & VR,0xf629cbd94d3791c9250152bd8dfbdf380e2a3b9c,2017-10-03,2017-10-31,2017-10-31,11.868144035339355,22.966693878173828,34.8348388671875,34.8348388671875,0.4042568802833557,85.28834533691406,1,0,tokens,tokens,34.165199279785156,25.492530822753906,0.029670359566807747,0.029670359566807747,0.06876255571842194,0.06876255571842194,50.0,0,0,0,53.45340347290039,1,0.0,1,1,1,0,0,1,1,0,0,0,0,1,1,0.2671999931335449,85.95320129394531,0,0,0,1,0,1,1,0,0,1,1.0,29,29.0,0.5974485278129578,1,Video Games & VR,2017-11-01,1.0,enjincoin,enj,0.0,101959999.9999898,0.0
Envion,Envion,EVN,1,0.0,150000000.0,tokens,1,Security,37000.0,105763159.6566492,127425493.562228,ERC-20,0,0.7,1.0,1.0,0,0,,,,1,61.0,1,0,2,0,1,,0.0,0,1,1,0.17,0.83,0.0,0.0,1,0,,,,,Quadrat Capital; Catagonia Limited,No,1,9.0,1,1,neutral,joint-stock corporation,Switzerland,"envion AG, Zugerstrasse 72, 6340 Baar",0,0,0,0,0,1,1,0,0,0,0,Cryptocurrency Mining,0xd780ae2bf04cd96e577d3d014762f831d97129d0,2017-12-15,2018-01-14,2018-01-14,0.0,100.01228332519531,100.01228332519531,100.01228332519531,-0.2513168454170227,,1,0,tokens,tokens,66.67485046386719,66.67485046386719,,,0.9456249475479126,0.9456249475479126,30.0,1,0,0,5.43750524520874,0,,1,1,1,0,1,1,1,1,1,0,0,0,1,0.8299999833106995,120.4967269897461,0,1,0,0,0,0,0,0,1,0,1.0,31,31.0,,1,Cryptocurrency Mining,2018-02-15,32.0,envion,evn,0.0,150000000.0,0.0
ETCWin,ETCWin,WIN,1,0.0,11464000.0,ETC,1,New Blockchain,,830000.0,3690000.0,ETC,0,,,,0,0,,,,1,0.0,0,0,0,0,1,,0.0,0,1,0,0.513,0.487,0.0,0.0,0,1,0.0,0.0,4.5,,No,No,1,34.0,1,0,neutral,other,China,"979 Yun Han Lu, Pudong Xinqu, Shanghai Shi",0,0,0,0,0,0,0,0,0,0,0,Blockchain Infrastructure,not applicable,2017-10-23,2017-11-23,2017-11-06,0.0,12.449999809265137,12.449999809265137,12.449999809265137,0.16907812654972076,,1,0,ETC,ETC,108.60083770751953,100.0,,,,,,0,0,0,,1,,1,1,1,0,0,0,1,0,0,0,0,0,1,0.2249322533607483,55.349998474121094,0,0,0,0,1,1,1,0,0,0,0.0,15,32.0,,1,Blockchain Infrastructure,,,etcwin,win,0.0,11464000.0,0.0
Ethbits,Ethbits,ETBS,1,681300.0000000001,4723680.0,tokens,1,Security,801.0,1307752.0,5000000.0,ERC-20,0,0.9084000000000001,1.18092,1.18092,0,0,,,,1,10.0,0,0,1,0,0,,1.0,0,0,0,0.2,0.8,0.0,0.0,1,0,,,,,No,No,0,3.0,0,0,low,joint-stock corporation,United Kingdom,"ETHBITS LIMITED, 27 Old Gloucester Street, London, United Kingdom, WC1N 3AX ",0,0,0,0,0,0,1,0,0,0,0,Trading & Exchanges,0x1b9743f556d65e757c4c650b4555baf354cb8bd3,2017-04-15,2017-05-13,2017-05-13,0.0,1.2523202896118164,1.2523202896118164,1.2523202896118164,0.43135544657707214,,1,1,tokens,tokens,26.511539459228516,26.511539459228516,,,0.957612931728363,0.957612931728363,23.076923370361328,0,1,1,18.90958023071289,0,,1,1,1,0,0,1,1,0,0,0,1,0,1,0.2615503966808319,4.788064956665039,0,1,0,0,0,0,0,0,1,0,1.0,29,29.0,,1,Trading & Exchanges,2017-06-01,19.0,ethbits,etbs,681300.0000000001,4723680.0,0.0
Ethereum Movie Venture,Ethereum Movie Venture,EMV,1,0.0,52322542.0,tokens,1,Security,,5662000.0,6666666.0,ERC-20,0,0.132007685,9.241,0.9241,0,0,,,,1,0.0,0,0,3,0,0,,0.0,0,0,0,0.1506999150699915,0.8493000849300085,0.0,0.0,0,1,0.0,0.0,,,No,No,0,8.0,0,0,unknown,other,Switzerland,"aKenEvilThing, Hofacker 89, 3664 Burgistein",0,0,0,0,0,0,1,0,0,1,0,Events & Entertainment,0xb802b24e0637c2b87d2e8b7784c055bbe921011a,2017-03-20,2017-04-16,2017-05-15,0.0,3.0,3.0,3.0,0.5001717805862427,,1,0,tokens,tokens,5.73366641998291,5.73366641998291,,,0.5298480987548828,0.5298480987548828,98.57150268554688,0,0,0,94.2663345336914,0,,1,1,1,0,1,1,1,0,0,0,1,0,1,0.8493000864982605,3.532320261001587,0,1,0,0,0,0,0,0,0,0,0.0,57,28.0,,1,Events & Entertainment,2017-04-17,-28.0,ethereummovieventure,emv,0.0,52322542.0,0.0
Etherparty,Etherparty,FUEL,1,25000000.0,120676223.99999999,tokens,0,Utility-token,,52138404.59412098,1000000000.0,ERC-20,0,0.10159496999999999,0.23919055999999997,0.23919055999999997,0,1,400000000.0,0.074,0.1,1,26.0,0,0,2,0,1,1.0,1.0,0,0,0,0.2,0.4,0.4,0.0,0,1,0.0,0.0,0.5,,No,No,0,12.0,0,1,neutral,joint-stock corporation,United States,unknown,0,0,0,0,1,1,0,0,0,0,0,Blockchain Infrastructure,0xea38eaa3c86c8f9b751533ba2e562deb9acded40,2017-10-01,2017-10-29,2017-10-29,25.0,8.583044052124023,33.58304214477539,33.58304214477539,0.3346237242221832,69.06232452392578,1,0,tokens,tokens,27.82904815673828,8.970927238464355,0.0625,0.0625,0.16462038457393646,0.16462038457393646,57.525508880615234,0,0,0,68.9469223022461,1,0.0,1,1,0,0,0,1,1,0,0,0,0,0,1,0.05213840305805206,164.62039184570312,0,0,1,0,0,0,1,0,1,0,1.0,29,29.0,0.17899882793426514,1,Blockchain Infrastructure,2017-10-30,1.0,etherparty,fuel,25000000.0,120676223.99999999,0.0
ETHLend,ETHLend,LEND,1,0.0,28682784.0,ETH,1,Utility-token,,940000000.0,1300000000.0,ERC-20,0,0.027739636363608627,0.030513600000000005,0.030513600000000005,0,1,60000000.0,0.025427999999974575,0.025427999999974575,1,40.0,1,1,0,0,0,1.0,1.0,0,1,0,0.2307692307692308,0.7230769230769231,0.0461538461538462,0.0,0,1,0.0,0.0,1.0,,No,No,0,21.0,0,0,high,joint-stock corporation,Estonia,"Tartu mnt 80, Kesklinna Linnaosa, Tallin, Harju Maakond, 10112",0,0,0,0,0,1,1,1,0,0,0,Finance,0x80fb784b7ed66730e8b1dbd9820afd29931aab03,2017-11-25,2017-12-27,2017-12-27,1.5256799459457397,27.1571044921875,28.682783126831055,28.682783126831055,0.5887243151664734,16.66666603088379,1,0,ETH,ETH,100.0,100.0,0.02542800083756447,0.02542800083756447,0.028890537098050117,0.028890537098050117,9.090909004211426,0,0,0,6.000002384185791,1,0.0,1,1,1,0,0,1,1,0,0,0,0,1,1,0.7230769395828247,37.55769729614258,0,0,1,0,0,0,1,0,1,0,1.0,33,33.0,1.0,1,Finance,2017-11-30,-27.0,ethlend,lend,0.0,28682784.0,0.0
Everex,Everex,EVX,1,0.0,15000000.0,USD,1,Utility-token,8300.0,12500000.0,25000000.0,ERC-20,0,1.5321600000000002,2.128000000000017,2.128000000000017,0,1,5000000.0,,1.2767999999999873,1,27.0,0,0,1,0,1,0.0,1.0,0,1,0,0.3,0.5,0.2,0.0,0,1,0.0,0.0,0.495,,No,No,0,9.0,1,1,high,joint-stock corporation,Singapore,"EVX Holdings, Pte. Ltd, 80 Robinson Rd, 08-01 Singapore 068898",0,1,0,0,0,1,1,1,0,0,0,Finance,0xf3db5fa2c66b7af3eb0c0b782510816cbe4813b8,2017-07-24,2017-08-31,2017-08-31,3.9000000953674316,22.48379135131836,26.383792877197266,26.383792877197266,0.534916877746582,,1,0,USD,USD,175.89195251464844,100.0,0.7799999713897705,0.7799999713897705,1.7987033128738403,1.7987033128738403,28.0,0,0,0,29.152008056640625,1,0.0,1,1,1,0,0,1,1,0,0,0,0,1,1,0.5,44.96758270263672,0,0,1,0,0,0,0,0,1,0,1.0,39,39.0,0.4950000047683716,1,Finance,2017-10-10,40.0,everex,evx,0.0,15000000.0,0.0
Exscudo,Exscudo,EON,1,2286410.0,62655948.218181804,BTC,1,Utility-token,,81156922.0,240000000.0,No,0,0.059387272727213336,0.06532599999993467,0.06532599999993467,1,0,,,,1,47.0,0,0,3,0,1,0.0,,0,1,0,0.372,0.628,0.0,0.0,0,1,0.0,0.0,,,No,No,0,9.0,1,1,unknown,joint-stock corporation,Estonia,"Exscudo OÜ, Harju maakond, Tallinn, Haabersti linnaosa, Merirahu tn 58, 13516",0,0,0,0,0,0,1,0,0,0,0,Payments,not applicable,2017-04-25,2017-05-31,2017-05-31,0.0,5.26788854598999,5.26788854598999,5.26788854598999,0.5915235280990601,,1,1,BTC,BTC,8.40764331817627,8.40764331817627,,,0.0649099126458168,0.0649099126458168,9.090909004211426,0,0,0,0.6369398832321167,0,,0,1,1,0,0,0,0,0,0,0,1,0,1,0.3381538391113281,15.578378677368164,0,0,1,0,0,0,0,0,1,0,1.0,37,37.0,,1,Payments,,,exscudo,eon,2286410.0,62655948.218181804,0.0
FidentiaX,FidentiaX,FDX,1,0.0,2617231.7056024,tokens,1,Utility-token,,99999999.68,130000000.0,ERC-20,0,0.022758536570446332,0.026172317056024,0.026172317056024,1,0,,,,1,26.0,0,0,0,0,1,0.0,1.0,0,0,0,0.2307692307692308,0.7692307692307693,0.0,0.0,1,0,,,,,No,No,0,4.0,1,1,neutral,joint-stock corporation,Marshall Islands,"Trust Company Complex, Ajeltake Road, Ajeltake Island, Majuro, Republic of the Marshall Islands, MH 96960",0,0,0,0,0,1,1,0,0,0,0,Insurance,0x52a7cb918c11a16958be40cba7e31e32a499a465,2017-11-06,2017-12-06,2017-12-06,0.0,1.5662832260131836,1.5662832260131836,1.5662832260131836,0.7105086445808411,,1,0,tokens,tokens,59.845035552978516,59.845035552978516,,,0.01566283218562603,0.01566283218562603,13.043478012084961,0,0,0,40.154964447021484,0,,1,1,1,0,0,1,1,0,0,0,0,0,1,0.7692307829856873,2.036168098449707,0,0,1,0,0,0,0,0,1,0,1.0,31,31.0,,1,Insurance,2018-01-02,27.0,fidentiax,fdx,0.0,2617231.7056024,0.0
Filecoin,Filecoin,FIL,1,0.0,200000000.0,tokens,1,Utility-token,,,2000000000.0,No,0,1.0,1.0,1.0,1,1,39000000.0,0.75,0.75,0,36.0,0,0,3,0,0,1.0,,0,0,0,0.2,0.0805000000000001,0.0195,0.7,0,1,0.0,0.0,3.25,0.5,Y Combinator; Union Square Ventures; Sequoia Capital; Andreessen Horowitz,Digital Currency Group; Winklevoss Capital; Pantera Capital,0,,1,1,high,joint-stock corporation,United States,"Protocol Labs, Inc., 548 Market Street, 94104 San Francisco",0,0,0,1,1,1,0,1,0,0,0,Data Storage,not applicable,2017-08-10,2017-09-07,2017-09-07,52.0,181.0,233.0,233.0,0.3077758848667145,25.0,1,0,tokens,tokens,116.5,100.0,0.75,0.75,1.0,1.0,0.0,0,0,0,,1,1.0,0,1,1,0,0,0,0,1,1,1,0,1,1,,,0,0,1,0,0,0,1,0,1,0,1.0,29,29.0,,1,Data Storage,,,filecoin,fil,0.0,200000000.0,0.0
Finom,Finom,FINOM,1,0.0,101970000.0,tokens,1,Security,,,113300000.0,ERC-20,0,1.818181818181818,2.0,2.0,0,1,,1.6,1.739130434782609,1,67.0,1,1,5,0,1,,0.0,0,1,0,0.55,,,0.0,0,1,0.0,0.0,1.675,,No,No,1,13.0,1,0,high,joint-stock corporation,Switzerland,Alte Haslenstrasse 5  	9053 Teufen AR,0,1,0,0,0,1,1,0,0,0,0,Finance,unknown,2017-11-15,2017-12-30,2017-12-30,34.0,7.281027317047119,41.281028747558594,41.281028747558594,0.5712648034095764,20.0,1,0,tokens,tokens,40.48350143432617,10.712119102478027,,1.669565200805664,,1.9090908765792847,9.090909004211426,1,0,0,,1,0.0,1,1,1,0,1,1,1,0,0,0,0,1,1,,,0,1,0,0,0,0,0,0,1,0,1.0,46,46.0,,0,Finance,,,finom,finom,0.0,101970000.0,0.0
FinShi,FinShi,FINS,0,30000000.0,50000000.0,USD,1,Security,,,21420274.63,ERC-20,0,0.95,1.0,1.0,0,1,,0.7,0.7,1,36.0,0,0,0,0,0,,0.0,0,1,0,0.02,,,0.0,0,1,0.0,0.0,,,CapInvest21,0,0,3.0,1,1,high,unknown,Singapore,"Suntec Tower Temasek, Boulevard, Singapore 038988",0,0,0,0,0,1,1,1,0,0,0,Finance,unknown,2017-09-06,2017-10-06,2017-10-06,1.600000023841858,21.399999618530273,23.0,23.0,-0.05048167333006859,30.0,1,1,USD,USD,46.0,44.214874267578125,0.699999988079071,0.699999988079071,,0.9750000238418579,5.0,1,0,0,,0,0.0,1,0,1,0,0,1,1,1,1,1,0,1,1,,,0,1,0,0,0,0,0,0,0,0,,31,31.0,,0,Finance,,,finshi,fins,30000000.0,50000000.0,0.0
FintruX Network (FTX),Inspeer,FTX,1,2251981.437094224,18904196.0,tokens;ETH,1,Utility-token,,65886804.31288061,100000000.0,ERC-20,0,0.272967446920512,0.30029422073437745,0.30029422073437745,1,1,9113195.687119387,0.3002942210346382,0.3002942210346382,1,47.0,1,1,1,0,1,0.0,1.0,0,1,0,0.2500000000000001,0.6588680431288061,0.0911319568711939,0.0,1,0,,,0.3999999999999999,,No,No,0,6.0,1,0,unknown,joint-stock corporation,Singapore,"FintruX  Pte. Ltd, 141  Cecil Street #10 01 Singapore 069541",0,0,0,0,0,1,1,1,0,0,1,Finance,0xd559f20296ff4895da39b5bd9add54b442596a61,2018-01-07,2018-02-28,2018-02-28,2.736639976501465,16.167556762695312,18.90419578552246,18.90419578552246,-0.46039801836013794,-9.998884564765831e-08,1,1,tokens,ETH,100.0,100.0,0.3002942204475403,0.3002942204475403,0.2453838288784027,0.2453838288784027,9.100000381469727,0,0,0,16.063671112060547,1,0.0,1,1,1,0,0,1,1,0,0,0,1,0,1,0.6588680148124695,24.53838539123535,0,0,1,0,0,0,0,0,1,0,1.0,53,53.0,0.4000000059604645,1,Finance,2018-04-23,54.0,fintruxnetworkftx,ftx,2251981.437094224,18904196.0,0.0
FirstBlood,Kibo Lotto,1ST,1,0.0,5500000.0,USD,1,Utility-token,,70224609.02611534,85558363.5601357,ERC-20,0,0.07541176470588273,0.1282,0.07541176470588273,0,0,,,,1,26.0,0,0,1,0,1,1.0,1.0,0,1,0,0.1792198202019472,0.8207801797980527,0.0,0.0,1,0,,,0.5579740002379129,,No,No,0,4.0,0,0,neutral,joint-stock corporation,United States,unknown,0,0,0,0,0,0,0,0,1,0,0,Video Games & VR,0xaf30d2a7e90d7dc361c8c4585e9bb7d2f6f15bc7,2016-09-26,2016-10-24,2016-09-26,0.0,5.5,5.5,5.5,0.0,,1,0,USD,USD,100.0,100.0,,,0.07541176676750183,0.07541176676750183,41.17647171020508,0,0,0,38.907859802246094,1,,1,1,0,0,0,1,1,0,0,0,0,0,1,0.8207801580429077,6.700941562652588,0,0,1,0,0,0,1,0,1,0,1.0,1,29.0,0.5579739809036255,1,Video Games & VR,2016-09-28,2.0,firstblood,1st,0.0,5500000.0,0.0
Flixxo,MiniApps,FLIXX,1,2050850.0,14355950.0,ETH,1,Utility-token,1950.0,23151328.57,763337097.0,ERC-20,0,0.07887884615384931,0.10254250000000001,0.10254250000000001,0,1,40185768.0,0.06617352865256779,0.07074335977924644,1,26.0,1,1,2,0,1,1.0,1.0,0,1,0,0.8,0.1598142319999999,0.040185768,0.0,1,0,,,2.21875,,No,No,0,5.0,0,0,low,unknown,Gibraltar,"Flixxo - Suite 23 Portland House Glacis Road, Gibraltar ",0,0,0,0,0,0,0,0,1,1,1,Content Management,0xf04a8ac553fcedb5ba99a64799155826c136b0be,2017-10-24,2017-11-23,2017-11-23,2.7240045070648193,1.9977288246154785,4.721733570098877,4.721733570098877,0.3746960461139679,35.46721649169922,1,1,ETH,ETH,32.89042663574219,17.174503326416016,0.06778530031442642,0.06778530031442642,0.08629003167152405,0.08629003167152405,23.076923370361328,0,1,1,27.299161911010742,1,0.0,1,0,1,1,0,1,1,0,0,0,1,0,1,0.030329102650284767,65.86837768554688,0,0,1,0,0,0,1,0,0,0,,31,31.0,2.21875,1,Content Management,2017-11-26,3.0,flixxo,flixx,2050850.0,14355950.0,0.0
FundYourselfNow,Mirocana,FYN,1,1500000.0,,USD,1,Security,,730000.0,12500000.0,ERC-20,0,1.69891666666666,2.0387,2.0387,0,1,213672.1800241357,1.456214285714277,1.456214285714277,1,13.0,0,0,0,0,1,,1.0,0,1,0,0.3829062255980692,0.6,0.0170937744019309,0.0,0,1,0.0,0.0,1.305802743789396,,No,No,0,6.0,0,1,high,unknown,Singapore,unknown,0,0,0,0,0,0,0,0,0,0,0,Finance,0x88fcfbc22c6d3dbaa25af478c578978339bde77a,2017-06-13,2017-07-31,2017-07-31,0.4300000071525574,1.182446002960205,1.6124459505081177,1.6124459505081177,0.056635238230228424,28.571428298950195,1,1,USD,USD,,,1.4562143087387085,1.4562143087387085,1.6197890043258667,1.6197890043258667,16.66666603088379,0,0,0,16.1871337890625,1,0.0,1,0,0,0,0,1,1,0,0,0,0,1,1,0.058400001376867294,20.24736213684082,0,1,0,0,0,0,0,0,0,0,,49,49.0,,1,Finance,2017-08-04,4.0,fundyourselfnow,fyn,1500000.0,,0.0
FunFair,Pally,FUN,1,3333333.3333333503,,tokens,1,Utility-token,,3654638581.0,17173696075.0,ERC-20,0,0.0066666666666667,0.01,0.01,0,0,,,,1,23.0,1,0,3,0,1,1.0,1.0,0,1,0,,,0.0,0.0,0,1,0.0,0.0,1.5,,No,KR1; BlockTower Capital; Pantera Capital,0,30.0,1,1,neutral,joint-stock corporation,United Kingdom,"Grand Union House 20 Kentish Town Road, Camden, London, United Kingdom, NW1 9NX",0,0,0,0,0,1,0,0,1,1,0,Gambling & Betting,0x419d0d8bdd9af5e606ae2232ed285aff190e711b,2017-06-22,2017-07-07,2017-06-23,0.0,26.0,26.0,26.0,0.014494815841317177,,1,1,tokens,tokens,,,,,0.007114246487617493,0.007114246487617493,33.33333206176758,0,0,0,28.857534408569336,1,,1,1,1,0,0,1,1,1,0,1,0,0,1,0.2128044217824936,122.17790985107422,0,0,1,0,0,0,1,0,1,0,1.0,2,16.0,,1,Gambling & Betting,2017-06-27,4.0,funfair,fun,3333333.3333333503,,0.0
Fusion,Polkadot,FSN,1,0.0,44052992.0,ETH,0,New Blockchain,7343.0,20480000.0,81920000.0,ERC-20,0,2.0485952380952543,2.151025,2.151025,0,1,16384000.0,,1.4340166666666954,1,60.0,1,0,0,0,0,,1.0,0,0,0,0.2500000000000001,0.25,0.2,0.3,0,1,0.0,0.0,,,Eastmore Group; Alpview Capital,No,0,10.0,1,1,high,joint-stock corporation,Singapore,100 Tras Street #16-01 100 AM Singapore 079027,0,0,0,0,0,0,1,1,0,0,0,Finance,0xd0352a019e9ab9d757776f532377aaebd36fd541,2018-02-01,2018-02-11,2018-02-10,,43.220977783203125,43.220977783203125,,-0.06169069558382034,,1,0,ETH,ETH,,,,,2.1103992462158203,2.1103992462158203,4.761904716491699,0,0,0,45.49370193481445,0,0.0,1,1,1,0,0,1,1,1,1,0,0,1,1,0.25,172.8839111328125,0,0,0,0,1,1,1,0,1,0,1.0,10,11.0,,0,Finance,2018-02-16,6.0,fusion,fsn,0.0,44052992.0,0.0
Gameflip,Proof Suite,FLP,1,3547079.9999999995,39402324.353999995,ETH,1,Utility-token,,43200000.0,100000000.0,ERC-20,0,0.4587769672512955,0.7799208443272261,0.7799208443272261,1,0,,,,0,42.0,1,1,3,1,1,1.0,1.0,0,1,0,0.568,0.4320000000000001,0.0,0.0,1,0,,,0.4753521126760564,,Bullpen Capital; GoAhead Ventures; Social Starts,No,0,7.0,1,1,neutral,joint-stock corporation,United States,"152 North Third Street., Suite 200, San Jose, CA 95112",0,0,0,0,0,0,1,0,0,1,0,Video Games & VR,0x3a1bda28adb5b0a812a7cf10a1950c920f79bcd3,2017-10-13,2018-01-29,2018-01-29,0.0,,0.0,,0.693322479724884,,1,1,ETH,ETH,,,,,,0.6193488836288452,41.17647171020508,0,0,0,,1,,1,1,1,0,0,1,1,1,1,0,0,0,1,0.4320000112056732,,0,0,1,0,0,0,1,0,1,0,1.0,109,109.0,0.47535210847854614,1,Video Games & VR,2018-05-04,95.0,gameflip,flp,3547079.9999999995,39402324.353999995,0.0
Gatcoin,Protos,GAT,1,0.0,14500000.0,USD,1,Utility-token,,16165760.81118822,1000000000.0,ERC-20,0,0.03635530098853238,0.038173066038,0.03635530098853238,1,1,483834239.1888118,0.031810888365,0.031810888365,1,38.0,0,0,1,0,0,1.0,1.0,0,1,0,0.4999999999999999,0.0161657608111882,0.4838342391888118,0.0,0,1,0.0,0.0,0.3600000000000001,,No,No,0,8.0,1,0,high,joint-stock corporation,Hong Kong,"5 Tai Mong Tsai Rd, Sai Kung, Hong Kong",0,0,0,0,0,0,0,1,0,0,0,Commerce & Advertising,0x687174f8c49ceb7729d925c3a961507ea4ac7b28,2018-01-13,2018-01-28,2018-01-14,15.391197204589844,0.5877110958099365,15.978907585144043,15.978907585144043,-0.04182294383645058,16.66666603088379,1,0,USD,USD,110.1993637084961,,0.03181088715791702,0.03181088715791702,0.03635530173778534,0.03635530173778534,4.761904716491699,0,0,0,16.281766891479492,1,0.0,1,1,1,0,0,1,1,0,0,0,0,1,1,0.016165761277079582,36.35530090332031,0,0,1,0,0,0,1,0,1,0,1.0,2,16.0,0.3491906225681305,1,Commerce & Advertising,2018-01-20,6.0,gatcoin,gat,0.0,14500000.0,0.0
Genaro Network,REALT,GNX,1,0.0,30319646.875,ETH,0,Utility-token,,217000000.0,700000000.0,ERC-20,0,0.11828306878308464,0.14903666666665177,0.14903666666665177,0,1,98000000.00000001,,,1,59.0,1,1,1,0,1,1.0,1.0,1,1,0,0.5499999999999999,0.31,0.14,0.0,0,1,1.0,0.0,2.098221212121212,1.75,No,BlockAsset Fund;Collinstar Capital; Node Capital; Star Capital; Aware Capital; LinkVC; ChainPE; Tally Capital,0,8.0,0,0,high,foundation,Singapore,8 BURN ROAD #15-13 TRIVEX SINGAPORE 369977,0,0,0,0,0,1,1,1,0,0,0,Blockchain Infrastructure,0x6ec8a24cabdc339a06a172f8223ea557055adaa5,2017-11-17,2017-12-09,2017-11-30,,30.319869995117188,30.319869995117188,,0.28328925371170044,,1,0,ETH,ETH,,,,,0.13972289860248566,0.13972289860248566,20.634920120239258,0,0,0,35.41618728637695,1,1.0,1,1,1,0,0,1,1,1,0,1,0,1,1,0.3100000023841858,97.8060302734375,0,0,1,0,0,0,1,1,0,0,0.0,14,23.0,2.0982213020324707,0,Blockchain Infrastructure,2017-12-18,18.0,genaronetwork,gnx,0.0,30319646.875,0.0
