iter	Logloss
369	0.06100174974
370	0.06086431559
371	0.06074961204
372	0.06052503077
373	0.06037357875
374	0.05994091592
375	0.05984572576
376	0.05957745603
377	0.05950152977
378	0.05914493108
379	0.05884382606
380	0.05864673555
381	0.05839419078
382	0.05807193093
383	0.05789541747
384	0.05776600009
385	0.05758094459
386	0.05735591028
387	0.05732272045
388	0.05718591004
389	0.0570151613
390	0.05685694
391	0.05666305358
392	0.05651995976
393	0.05633770127
394	0.05607174924
395	0.05588717961
396	0.05573040934
397	0.05547869842
398	0.05524313265
399	0.05509003263
